8.5915,25,3.9604,4.544,1.6622,5.4582,67.122,11.895,1.8932,0,16.408
1.6068,19,2.6738,3.3125,2.2943,0.53053,20.066,4.8807,0.77678,0,17.393
6.8565,NaN,5.6595,4.0164,1.8112,2.5119,38.987,11.714,1.8643,0,NaN
0.7911,16,5.8068,3.9895,2.0285,1.6328,30.592,11.078,1.7632,0,15.209
8.4856,24,4.218,4.1324,1.6656,5.027,63.004,11.884,1.8914,0,15.514
