11.411,37,12.902,14.18,1.5967,1.8346,32.519,24.757,3.9402,NaN,2,25.589,1091.8
20.104,60,2.319,3.4716,2.3181,2.7121,40.899,6.8176,1.0851,NaN,1,39.896,1702.2
50.162,30,2.0114,2.8175,2.3175,0.097308,15.929,3.6822,0.58604,NaN,1,-20.162,-860.25
39.328,18,1.4875,3.2891,2.2224,6.1831,74.044,8.8308,1.4055,NaN,1,-21.328,-909.99
57.701,26,1.9236,2.7273,1.6499,1.0504,25.03,4.4716,0.71168,NaN,1,-31.701,-1352.6
