32.034,45,3.0676,4.0469,1.776,2.199,35.999,8.067,1.2839,0,12.966
3.3341,20,5.28,3.0478,2.1797,1.2352,26.796,11.345,1.8056,0,16.666
35.693,50,3.5893,2.9404,2.1551,1.5776,30.065,8.4501,1.3449,0,14.307
11.447,25,4.3499,3.2684,1.6626,3.8707,51.963,12.194,1.9408,0,13.553
39.737,55,3.0798,2.8388,1.619,2.9738,43.397,8.8736,1.4123,0,15.263
