59.801,60,4.2865,8.9477,1.776,2.199,35.999,10.975,1.7467,NaN,1,0.1991,8.4949
17.181,35,18.183,7.3776,2.1797,1.2352,26.796,37.928,6.0364,NaN,1,17.819,760.27
44.245,42,6.9287,3.2059,2.1551,1.5776,30.065,15.629,2.4874,NaN,1,-2.2449,-95.783
42.825,44,2.6278,3.6107,1.6626,3.8707,51.963,9.197,1.4638,NaN,1,1.1749,50.129
13.467,9,10.854,2.5838,1.619,2.9738,43.397,24.972,3.9745,NaN,1,-4.4672,-190.6
