39.336,45,4.7551,4.7189,1.9173,1.0618,25.139,8.8317,1.4056,0,5.6636
53.59,6,3.8251,2.964,1.5497,4.0785,53.947,10.324,1.6432,0,12.41
22.196,36,5.3405,2.9656,2.4027,4.5975,58.903,13.32,2.1199,0,13.804
1.9545,16,4.3649,2.2814,2.4448,4.0699,53.865,11.2,1.7826,0,14.046
40.14,54,3.7275,2.4978,1.9909,2.8332,42.055,8.9158,1.419,0,13.86
